game_id,ply,url_ply,move,color,clock,eval,type_of_mistake,end_opening
"9R4lxcu3",30,"https://lichess.org/9R4lxcu3#30","g6","black",21283,9,,0
"9R4lxcu3",31,"https://lichess.org/9R4lxcu3#31","Qg4","white",20003,-414,"Blunder",0
"9R4lxcu3",32,"https://lichess.org/9R4lxcu3#32","h5","black",20859,3,"Blunder",0
"9R4lxcu3",33,"https://lichess.org/9R4lxcu3#33","Qg3","white",19299,-23,,0
"9R4lxcu3",34,"https://lichess.org/9R4lxcu3#34","Qf6","black",20059,15,,0
"9R4lxcu3",35,"https://lichess.org/9R4lxcu3#35","f4","white",16971,-3,,0
"9R4lxcu3",36,"https://lichess.org/9R4lxcu3#36","exf4","black",18963,-6,,0
"9R4lxcu3",37,"https://lichess.org/9R4lxcu3#37","Rxf4","white",16563,-7,,0
"9R4lxcu3",38,"https://lichess.org/9R4lxcu3#38","Qd4+","black",18763,11,,0
"9R4lxcu3",39,"https://lichess.org/9R4lxcu3#39","Kh1","white",15475,-11,,0
"9R4lxcu3",40,"https://lichess.org/9R4lxcu3#40","Qd6","black",16595,-1,,0
"9R4lxcu3",41,"https://lichess.org/9R4lxcu3#41","Qf3","white",14267,-28,,0
"9R4lxcu3",42,"https://lichess.org/9R4lxcu3#42","Ne5","black",16291,-33,,0
"9R4lxcu3",43,"https://lichess.org/9R4lxcu3#43","Qf2","white",13323,-219,"Blunder",0
"9R4lxcu3",44,"https://lichess.org/9R4lxcu3#44","Ng4","black",15811,-201,,0
"9R4lxcu3",45,"https://lichess.org/9R4lxcu3#45","Qf3","white",12667,-308,"Inaccuracy",0
"9R4lxcu3",46,"https://lichess.org/9R4lxcu3#46","Nxh2","black",14835,0,"Blunder",0
"9R4lxcu3",47,"https://lichess.org/9R4lxcu3#47","Kxh2","white",12003,0,,0
"9R4lxcu3",48,"https://lichess.org/9R4lxcu3#48","g5","black",14715,0,,0
"9R4lxcu3",49,"https://lichess.org/9R4lxcu3#49","Qxh5","white",10131,0,,0
"9R4lxcu3",50,"https://lichess.org/9R4lxcu3#50","Qxf4+","black",14227,0,,0
"9R4lxcu3",51,"https://lichess.org/9R4lxcu3#51","Kg1","white",9491,-244,"Blunder",0
"9R4lxcu3",52,"https://lichess.org/9R4lxcu3#52","Qh4","black",13707,-233,,0
"9R4lxcu3",53,"https://lichess.org/9R4lxcu3#53","Qf3","white",7899,-311,"Inaccuracy",0
"9R4lxcu3",54,"https://lichess.org/9R4lxcu3#54","f5","black",13515,-271,,0
"9R4lxcu3",55,"https://lichess.org/9R4lxcu3#55","Bd5+","white",6859,-433,"Mistake",0
"9R4lxcu3",56,"https://lichess.org/9R4lxcu3#56","Kg7","black",13131,-422,,0
"9R4lxcu3",57,"https://lichess.org/9R4lxcu3#57","Rf1","white",4467,-486,,0
"9R4lxcu3",58,"https://lichess.org/9R4lxcu3#58","c6","black",12131,-464,,0
"9R4lxcu3",59,"https://lichess.org/9R4lxcu3#59","Bb3","white",3283,-478,,0
"9R4lxcu3",60,"https://lichess.org/9R4lxcu3#60","Qg4","black",11251,-404,,0
"9R4lxcu3",61,"https://lichess.org/9R4lxcu3#61","Qe3","white",3035,-404,,0
"9R4lxcu3",62,"https://lichess.org/9R4lxcu3#62","b6","black",10035,48,"Blunder",0
"9R4lxcu3",63,"https://lichess.org/9R4lxcu3#63","Qe7+","white",2899,45,,0
"9R4lxcu3",64,"https://lichess.org/9R4lxcu3#64","Kh8","black",8803,67,,0
"9R4lxcu3",65,"https://lichess.org/9R4lxcu3#65","Qe6","white",1715,-313,"Blunder",0
"9R4lxcu3",66,"https://lichess.org/9R4lxcu3#66","Qd4+","black",7347,-294,,0
"9R4lxcu3",67,"https://lichess.org/9R4lxcu3#67","Kh1","white",522,-620,"Blunder",0
"9R4lxcu3",68,"https://lichess.org/9R4lxcu3#68","Qf6","black",7131,-365,"Mistake",0
"9R4lxcu3",69,"https://lichess.org/9R4lxcu3#69","Qe2","white",272,-482,"Inaccuracy",0
"9R4lxcu3",70,"https://lichess.org/9R4lxcu3#70","Qh6+","black",6915,-413,,0
